CID,HOMO,HOMO-1,delta_orbs
15338600,-0.16492,-0.25471,0.0897899999999999
15338601,-0.16421,-0.254,0.08979
15338602,-0.16392,-0.25397,0.0900499999999999
15338603,-0.16395,-0.2537,0.0897499999999999
15338605,-0.16897,-0.25546,0.08649
15338606,-0.16957,-0.25586,0.0862899999999999
15343732,-0.17153,-0.25252,0.08099
15345812,-0.15149,-0.24865,0.09716
15345813,-0.16097,-0.2548,0.09383
15345814,-0.15897,-0.25323,0.09426
15345815,-0.15887,-0.25287,0.0939999999999999
15345816,-0.16029,-0.25445,0.09416
15345817,-0.15817,-0.25084,0.09267
15345818,-0.1595,-0.25156,0.09206
15348795,-0.15748,-0.24974,0.0922599999999999
15348798,-0.15765,-0.25013,0.09248
15349631,-0.15569,-0.24401,0.08832
15350284,-0.16058,-0.24223,0.08165
15352167,-0.17382,-0.25278,0.07896
15352168,-0.1662,-0.24679,0.08059
15352346,-0.15913,-0.23601,0.07688
15352347,-0.15825,-0.24515,0.0869
15352924,-0.15052,-0.23687,0.08635
15353656,-0.14738,-0.23027,0.0828899999999999
15354718,-0.13919,-0.23343,0.0942399999999999
15355748,-0.15385,-0.22691,0.07306
15355749,-0.156,-0.22105,0.06505
15355751,-0.15273,-0.23767,0.0849399999999999
15356900,-0.14952,-0.24594,0.09642
15357934,-0.1636,-0.24828,0.08468
15358423,-0.13223,-0.2408,0.10857
15360237,-0.16014,-0.24101,0.08087
15360678,-0.15167,-0.25479,0.10312
15360679,-0.15183,-0.25503,0.1031999999999999
15360686,-0.15306,-0.25529,0.10223
15360687,-0.14789,-0.24174,0.09385
15360688,-0.15293,-0.25513,0.1022
15360759,-0.17951,-0.26306,0.08355
15361939,-0.15545,-0.24546,0.09001
15361942,-0.16257,-0.24689,0.08432
15363734,-0.1624,-0.23653,0.07413
15363845,-0.15016,-0.22569,0.07553
15363847,-0.15422,-0.22713,0.07291
15363850,-0.1496,-0.2258,0.0761999999999999
15363852,-0.14918,-0.22533,0.07615
15365037,-0.14905,-0.22783,0.07878
15365549,-0.15236,-0.24999,0.09763
15365550,-0.15178,-0.24436,0.09258
15365722,-0.1658,-0.23819,0.07239
15365724,-0.17047,-0.24226,0.0717899999999999
15365725,-0.16387,-0.23833,0.07446
15365726,-0.17796,-0.25233,0.0743699999999999
15366126,-0.15867,-0.24111,0.0824399999999999
15366351,-0.176,-0.25578,0.07978
15366352,-0.17376,-0.25059,0.0768299999999999
15369532,-0.17393,-0.25051,0.07658
15370078,-0.16982,-0.24615,0.07633
15370079,-0.17186,-0.24739,0.0755299999999999
15370080,-0.17293,-0.24915,0.07622
15370081,-0.17307,-0.24933,0.07626
15370399,-0.15972,-0.25367,0.09395
15370400,-0.15972,-0.25366,0.09394
15370486,-0.16024,-0.24545,0.08521
15370487,-0.16133,-0.2504,0.08907
15370489,-0.15794,-0.24409,0.08615
15370490,-0.1674,-0.25059,0.0831899999999999
15370491,-0.16494,-0.24777,0.0828299999999999
15370493,-0.1662,-0.24889,0.08269
15370767,-0.16034,-0.23526,0.0749199999999999
15371390,-0.16596,-0.24224,0.07628
15371518,-0.16344,-0.23806,0.0746199999999999
15371995,-0.16165,-0.24954,0.08789
15371996,-0.14502,-0.24691,0.1018899999999999
15371997,-0.14405,-0.22929,0.0852399999999999
15371998,-0.1415,-0.237,0.0955
15375512,-0.16528,-0.24761,0.0823299999999999
15376606,-0.12478,-0.2343,0.10952
15381980,-0.15597,-0.23826,0.08229
15382856,-0.15718,-0.24209,0.08491
15385536,-0.14353,-0.23655,0.09302
15385541,-0.14575,-0.2387,0.09295
15388361,-0.16812,-0.2415,0.07338
15388591,-0.17145,-0.24896,0.07751
15388787,-0.15511,-0.23251,0.0774
15390534,-0.15956,-0.24856,0.089
15390579,-0.15855,-0.25139,0.09284
15395378,-0.14941,-0.24232,0.09291
15395379,-0.14896,-0.241,0.0920399999999999
15395380,-0.14908,-0.24213,0.09305
15395381,-0.14913,-0.24251,0.0933799999999999
15396655,-0.16196,-0.22139,0.05943
15396656,-0.16313,-0.22238,0.05925
15399286,-0.15077,-0.24603,0.09526
15399739,-0.14344,-0.24021,0.09677
15399877,-0.14893,-0.23701,0.0880799999999999
15406672,-0.15447,-0.23867,0.0842
15406673,-0.15452,-0.23691,0.08239
15406674,-0.15335,-0.23756,0.08421
15406675,-0.15377,-0.23614,0.08237
15406676,-0.15548,-0.24123,0.0857499999999999
15410696,-0.14884,-0.23146,0.08262
15411518,-0.15957,-0.24337,0.0838
15417166,-0.16639,-0.26071,0.0943199999999999
15417171,-0.1515,-0.24913,0.09763
15417173,-0.15044,-0.24879,0.09835
15422298,-0.15453,-0.24643,0.0919
15422299,-0.15537,-0.24734,0.09197
15422301,-0.15324,-0.24558,0.09234
15422302,-0.15452,-0.24552,0.091
15422303,-0.1626,-0.24357,0.08097
15424808,-0.15278,-0.2415,0.08872
15424812,-0.15281,-0.2414,0.08859
15433146,-0.14337,-0.23164,0.08827
15434650,-0.16521,-0.24064,0.07543
15437913,-0.16188,-0.22887,0.06699
15437914,-0.16748,-0.23368,0.0662
15437915,-0.16429,-0.23111,0.06682
15437916,-0.16388,-0.23105,0.06717
15437918,-0.16813,-0.23473,0.0665999999999999
15438147,-0.15764,-0.24232,0.08468
15438206,-0.14537,-0.24076,0.09539
15440026,-0.14866,-0.25043,0.10177
15441423,-0.17044,-0.24277,0.07233
15441424,-0.16774,-0.24087,0.07313
15442629,-0.15364,-0.23723,0.08359
15442630,-0.14685,-0.24216,0.0953099999999999
15450099,-0.15812,-0.23159,0.0734699999999999
15457647,-0.16594,-0.2488,0.0828599999999999
15458170,-0.14135,-0.2307,0.0893499999999999
15458171,-0.1399,-0.22867,0.08877
15458368,-0.16623,-0.25056,0.08433
15458383,-0.15652,-0.23582,0.0793
15459332,-0.16789,-0.24186,0.0739699999999999
15459333,-0.16281,-0.2402,0.0773899999999999
15460359,-0.15138,-0.24098,0.0896
15460362,-0.15727,-0.24915,0.09188
15460363,-0.1589,-0.23686,0.0779599999999999
15461581,-0.15973,-0.25366,0.0939299999999999
15461582,-0.16066,-0.25453,0.0938699999999999
15461583,-0.1602,-0.25416,0.0939599999999999
15461584,-0.15954,-0.25201,0.09247
15461585,-0.1588,-0.25113,0.09233
15461586,-0.15982,-0.25228,0.09246
15462130,-0.14906,-0.23166,0.0826
15462134,-0.15897,-0.2482,0.08923
15462135,-0.16449,-0.24588,0.0813899999999999
15462145,-0.154,-0.24129,0.08729
15462984,-0.1673,-0.24513,0.0778299999999999
15462985,-0.16663,-0.24152,0.07489
15462988,-0.16825,-0.24326,0.07501
15462989,-0.17078,-0.24725,0.07647
15465694,-0.147,-0.23344,0.08644
15466854,-0.16955,-0.25303,0.0834799999999999
15468809,-0.16548,-0.24604,0.08056
15468810,-0.13384,-0.2408,0.10696
15469061,-0.14829,-0.22796,0.0796699999999999
15478907,-0.15839,-0.22839,0.07
15480974,-0.15436,-0.24997,0.09561
15480975,-0.15468,-0.249,0.0943199999999999
15483119,-0.15157,-0.24179,0.09022
15483121,-0.15176,-0.24285,0.09109
15483127,-0.16234,-0.25112,0.08878
15483129,-0.16293,-0.25507,0.09214
15484930,-0.15801,-0.2348,0.07679
15488132,-0.14294,-0.23421,0.0912699999999999
15488510,-0.1435,-0.24298,0.09948
15488515,-0.15248,-0.24643,0.09395
15488516,-0.15291,-0.2459,0.09299
15490501,-0.15298,-0.22628,0.0733
15500229,-0.14637,-0.23195,0.0855799999999999
15500230,-0.14682,-0.23265,0.0858299999999999
15500940,-0.14249,-0.23058,0.08809
15502834,-0.1404,-0.238,0.0975999999999999
15502963,-0.14763,-0.22958,0.08195
15503172,-0.13945,-0.23702,0.09757
15503173,-0.13977,-0.23843,0.09866
15503174,-0.13982,-0.23761,0.0977899999999999
15503175,-0.1413,-0.24011,0.0988099999999999
15503176,-0.13966,-0.23265,0.0929899999999999
15503178,-0.14578,-0.22902,0.08324
15504384,-0.15377,-0.25412,0.10035
15504386,-0.15034,-0.24809,0.09775
15504387,-0.16446,-0.26572,0.10126
15504389,-0.15736,-0.25304,0.0956799999999999
15504391,-0.16293,-0.26424,0.1013099999999999
15504521,-0.09227,-0.24094,0.1486699999999999
15509190,-0.15267,-0.24072,0.0880499999999999
15509921,-0.15484,-0.22748,0.0726399999999999
15509923,-0.15418,-0.22657,0.0723899999999999
15510324,-0.1558,-0.23342,0.07762
15510326,-0.15359,-0.22321,0.0696199999999999
15511128,-0.14879,-0.23367,0.0848799999999999
15511199,-0.1496,-0.24692,0.0973199999999999
15511409,-0.13887,-0.23807,0.0992
15511410,-0.13881,-0.23896,0.10015
15511411,-0.13886,-0.23855,0.09969
15512703,-0.16343,-0.24643,0.083
15514785,-0.1362,-0.2458,0.1096
15519694,-0.15,-0.24809,0.09809
15520942,-0.15302,-0.2502,0.0971799999999999
15526373,-0.14377,-0.24022,0.0964499999999999
15526806,-0.16642,-0.25394,0.0875199999999999
15529207,-0.17967,-0.24742,0.06775
15530162,-0.17258,-0.24559,0.0730099999999999
15531414,-0.14734,-0.22299,0.07565
15532415,-0.15253,-0.24227,0.08974
15532416,-0.15124,-0.23811,0.0868699999999999
15532417,-0.15241,-0.24213,0.08972
15532418,-0.15099,-0.24059,0.0895999999999999
15535212,-0.16743,-0.25017,0.08274
15536396,-0.16057,-0.24522,0.08465
15536397,-0.1644,-0.23498,0.07058
15539289,-0.16374,-0.23809,0.07435
15543920,-0.17136,-0.24886,0.0774999999999999
15543922,-0.16808,-0.24807,0.07999
15545338,-0.16051,-0.23769,0.07718
15545339,-0.14988,-0.22319,0.0733099999999999
15553452,-0.15244,-0.22322,0.07078
15555756,-0.14037,-0.22905,0.08868
15557501,-0.14144,-0.22883,0.08739
15558055,-0.16002,-0.23257,0.07255
15558338,-0.15798,-0.21998,0.062
15559229,-0.15388,-0.24017,0.08629
15559331,-0.14895,-0.23834,0.08939
15560102,-0.15607,-0.23297,0.0769
15561151,-0.15147,-0.25211,0.10064
15565911,-0.1725,-0.2423,0.0698
15565914,-0.17548,-0.24612,0.07064
15565925,-0.16474,-0.2403,0.07556
15566532,-0.15548,-0.23819,0.08271
15577372,-0.15168,-0.23116,0.07948
15578721,-0.155,-0.2418,0.0867999999999999
15578726,-0.161,-0.25125,0.0902499999999999
15578727,-0.15093,-0.23703,0.0860999999999999
15579021,-0.14139,-0.22794,0.08655
15579022,-0.14328,-0.22706,0.08378
15606760,-0.17141,-0.24413,0.07272
15620928,-0.14707,-0.23496,0.08789
15620930,-0.15395,-0.25623,0.10228
15629877,-0.14372,-0.23877,0.09505
15631480,-0.18267,-0.249,0.06633
15632223,-0.16904,-0.24387,0.07483
15632224,-0.16848,-0.24304,0.07456
15632225,-0.16903,-0.24382,0.07479
15632587,-0.14506,-0.23976,0.0947
15634782,-0.12419,-0.23581,0.11162
15635775,-0.15368,-0.24021,0.08653
15635778,-0.14046,-0.23297,0.09251
15635779,-0.14404,-0.23738,0.09334
15635780,-0.14812,-0.23948,0.09136
15637715,-0.16966,-0.23939,0.0697299999999999
15637716,-0.16586,-0.22867,0.06281
15637717,-0.15733,-0.22919,0.07186
15640832,-0.17116,-0.25291,0.08175
15641604,-0.15252,-0.23303,0.08051
15642756,-0.16507,-0.23958,0.0745099999999999
15643506,-0.14902,-0.22774,0.0787199999999999
15647394,-0.18441,-0.24223,0.05782
15647421,-0.15545,-0.24336,0.0879099999999999
15647422,-0.1555,-0.24291,0.0874099999999999
15647424,-0.15149,-0.23588,0.0843899999999999
15647425,-0.15211,-0.23624,0.08413
15647426,-0.15755,-0.24177,0.08422
15647427,-0.15167,-0.24677,0.0950999999999999
15650011,-0.14552,-0.22756,0.08204
15650012,-0.15537,-0.23268,0.0773099999999999
15650021,-0.14668,-0.24308,0.0963999999999999
15650372,-0.14576,-0.24212,0.09636
15650373,-0.14288,-0.23671,0.09383
15650374,-0.14024,-0.2342,0.0939599999999999
15650375,-0.15012,-0.2453,0.0951799999999999
15650376,-0.14732,-0.24235,0.09503
15650377,-0.14606,-0.23742,0.09136
15650378,-0.14296,-0.23469,0.09173
15651852,-0.13779,-0.23822,0.1004299999999999
15655366,-0.19144,-0.26746,0.0760199999999999
15656408,-0.17661,-0.25009,0.0734799999999999
15657003,-0.16159,-0.22588,0.0642899999999999
15657132,-0.16471,-0.24084,0.07613
15657133,-0.15939,-0.23933,0.0799399999999999
15657134,-0.15981,-0.23974,0.07993
15660371,-0.15791,-0.23751,0.0796
15660708,-0.1895,-0.24817,0.05867
15660720,-0.17682,-0.25944,0.08262
15660783,-0.16875,-0.25531,0.0865599999999999
15661177,-0.1618,-0.24921,0.0874099999999999
15662830,-0.16494,-0.23981,0.0748699999999999
15663529,-0.15026,-0.23249,0.08223
15664192,-0.16201,-0.24068,0.07867
15664193,-0.17386,-0.24838,0.07452
15664194,-0.17659,-0.25152,0.07493
15664195,-0.16415,-0.24356,0.07941
15664208,-0.16724,-0.2562,0.0889599999999999
15674859,-0.17782,-0.25341,0.07559
15686147,-0.16221,-0.24049,0.07828
15686245,-0.16161,-0.24409,0.08248
15686246,-0.16072,-0.24344,0.0827199999999999
15686251,-0.15832,-0.2402,0.08188
15686568,-0.14945,-0.23735,0.0879
15686569,-0.14818,-0.23576,0.0875799999999999
15686570,-0.14616,-0.23215,0.0859899999999999
15686571,-0.14645,-0.23092,0.0844699999999999
15686572,-0.14701,-0.23773,0.09072
15686573,-0.14972,-0.23794,0.08822
15686574,-0.14929,-0.23731,0.0880199999999999
15690458,-0.14712,-0.21787,0.07075
15692115,-0.18205,-0.23831,0.05626
15696666,-0.17166,-0.24911,0.0774499999999999
15696667,-0.17105,-0.24966,0.0786099999999999
15696673,-0.16845,-0.24292,0.07447
15696674,-0.16919,-0.24926,0.08007
15696678,-0.16759,-0.24871,0.08112
15698943,-0.16024,-0.24185,0.08161
15699186,-0.16657,-0.24929,0.08272
15701953,-0.1583,-0.25062,0.09232
15701954,-0.15931,-0.2521,0.0927899999999999
15705657,-0.16849,-0.2501,0.0816099999999999
15705659,-0.16023,-0.24334,0.0831099999999999
15705660,-0.162,-0.2318,0.0698
15705666,-0.16312,-0.23864,0.07552
15705667,-0.15964,-0.23458,0.07494
15706998,-0.1667,-0.24456,0.07786
15707001,-0.15744,-0.24547,0.08803
15710145,-0.16134,-0.23679,0.0754499999999999
15715749,-0.17031,-0.24258,0.07227
15715772,-0.16266,-0.24658,0.08392
15715773,-0.16345,-0.2441,0.08065
15715774,-0.16326,-0.24392,0.08066
15715775,-0.16337,-0.24397,0.0806
15715777,-0.16351,-0.24603,0.08252
15715778,-0.16518,-0.23478,0.0696
15715779,-0.16869,-0.23457,0.06588
15715780,-0.16849,-0.2343,0.06581
15715781,-0.16892,-0.2349,0.06598
15715782,-0.16893,-0.23493,0.066
15715783,-0.16897,-0.23533,0.06636
15715784,-0.16181,-0.23422,0.07241
15716447,-0.14352,-0.23436,0.09084
15716449,-0.14442,-0.23549,0.09107
15716450,-0.1439,-0.235,0.0910999999999999
15716452,-0.14394,-0.23513,0.09119
15716460,-0.14331,-0.23437,0.09106
15716462,-0.14317,-0.234,0.09083
15716464,-0.14758,-0.24074,0.09316
15716476,-0.14591,-0.24362,0.0977099999999999
15717459,-0.15056,-0.25266,0.1021
15719527,-0.15212,-0.2363,0.08418
15721821,-0.14832,-0.23531,0.0869899999999999
15721822,-0.14921,-0.23796,0.08875
15723236,-0.15837,-0.24164,0.0832699999999999
15727776,-0.14207,-0.23398,0.0919099999999999
15730304,-0.15381,-0.2371,0.08329
15730306,-0.16144,-0.22322,0.06178
15731034,-0.14279,-0.24013,0.09734
15731035,-0.14524,-0.23674,0.0915
15731041,-0.14273,-0.23731,0.09458
15731042,-0.1453,-0.23878,0.0934799999999999
15733093,-0.17142,-0.24032,0.0689
15733094,-0.18153,-0.25547,0.0739399999999999
15733095,-0.18249,-0.25609,0.0735999999999999
15735859,-0.14879,-0.23198,0.0831899999999999
15736817,-0.16483,-0.24765,0.08282
15741811,-0.17386,-0.24722,0.07336
15741816,-0.14885,-0.23473,0.0858799999999999
15743025,-0.15578,-0.22899,0.07321
15743026,-0.15662,-0.2443,0.0876799999999999
15743027,-0.15754,-0.24551,0.0879699999999999
15743028,-0.15648,-0.23896,0.08248
15743030,-0.15675,-0.24512,0.08837
15743471,-0.14588,-0.2331,0.0872199999999999
15743472,-0.15148,-0.23299,0.08151
15743473,-0.14908,-0.23267,0.08359
15745128,-0.14599,-0.24735,0.1013599999999999
15747351,-0.16712,-0.22287,0.05575
15749285,-0.17114,-0.24724,0.0761
15749286,-0.16189,-0.24374,0.08185
15757574,-0.16547,-0.24295,0.07748
15757578,-0.16076,-0.25108,0.09032
15757674,-0.16998,-0.24613,0.07615
15757684,-0.17704,-0.25527,0.07823
15757702,-0.15675,-0.25762,0.10087
15757703,-0.15377,-0.24491,0.09114
15757704,-0.16038,-0.25632,0.09594
15757705,-0.15282,-0.24007,0.08725
15759179,-0.16438,-0.24809,0.08371
15760733,-0.15981,-0.23692,0.0771099999999999
15778412,-0.15385,-0.24731,0.09346
15778587,-0.15503,-0.24148,0.08645
15778588,-0.15473,-0.24112,0.08639
15783348,-0.14072,-0.23158,0.09086
15783352,-0.13971,-0.22946,0.08975
15783353,-0.15334,-0.23744,0.0841
15783359,-0.16108,-0.24756,0.08648
15783361,-0.15281,-0.22602,0.07321
15783366,-0.16043,-0.24638,0.08595
15783390,-0.15337,-0.22493,0.0715599999999999
15786257,-0.15103,-0.21344,0.0624099999999999
15795555,-0.17353,-0.24723,0.0737
15812434,-0.16809,-0.22786,0.05977
15813981,-0.15508,-0.23376,0.07868
15817402,-0.15602,-0.22337,0.06735
15817403,-0.15493,-0.21457,0.05964
15817926,-0.17164,-0.22702,0.05538
15818557,-0.16203,-0.23785,0.07582
15818558,-0.16948,-0.24351,0.07403
15818887,-0.15822,-0.24536,0.08714
15828698,-0.15794,-0.2454,0.08746
15828700,-0.1645,-0.24958,0.0850799999999999
15828701,-0.163,-0.24804,0.08504
15828702,-0.16456,-0.24953,0.0849699999999999
15828703,-0.15718,-0.24493,0.08775
15828704,-0.16515,-0.24975,0.0846
15831984,-0.15173,-0.23611,0.0843799999999999
15831985,-0.15191,-0.23631,0.0844
15839618,-0.15366,-0.23509,0.08143
15839619,-0.15586,-0.22681,0.07095
15851254,-0.17821,-0.24048,0.0622699999999999
15851255,-0.16833,-0.24655,0.0782199999999999
15851256,-0.17954,-0.24071,0.06117
15851257,-0.16883,-0.24428,0.0754499999999999
15851259,-0.15836,-0.23197,0.07361
15851264,-0.16083,-0.23164,0.07081
15859982,-0.15673,-0.22777,0.0710399999999999
15859983,-0.15886,-0.23137,0.0725099999999999
15860142,-0.13951,-0.23143,0.09192
15860144,-0.14477,-0.23726,0.0924899999999999
15860145,-0.14636,-0.23904,0.09268
15860146,-0.15304,-0.24235,0.08931
15864842,-0.16,-0.23855,0.07855
15864843,-0.16048,-0.23894,0.07846
15864844,-0.16055,-0.23901,0.07846
15867008,-0.17428,-0.23597,0.06169
15870603,-0.16196,-0.24668,0.08472
15870604,-0.17008,-0.25052,0.08044
15870605,-0.15814,-0.24209,0.08395
15870606,-0.16611,-0.24549,0.07938
15870607,-0.15069,-0.24523,0.09454
15870608,-0.15067,-0.24652,0.0958499999999999
15871563,-0.166,-0.2438,0.0777999999999999
15872069,-0.14788,-0.2449,0.09702
15875106,-0.16295,-0.24429,0.08134
15875416,-0.16148,-0.23404,0.0725599999999999
15875417,-0.16927,-0.25009,0.0808199999999999
15877626,-0.15992,-0.24686,0.0869399999999999
15879777,-0.15565,-0.24424,0.08859
15880963,-0.15342,-0.23028,0.07686
15881022,-0.15959,-0.24207,0.08248
15881263,-0.15363,-0.23728,0.08365
15881264,-0.16143,-0.24474,0.08331
15881265,-0.15488,-0.23944,0.08456
15881267,-0.1576,-0.24065,0.08305
15881268,-0.15318,-0.23821,0.08503
15881271,-0.15669,-0.23801,0.08132
15881280,-0.1608,-0.24434,0.08354
15881281,-0.15485,-0.23815,0.0833
15881282,-0.1533,-0.235,0.0817
15881286,-0.14256,-0.23382,0.09126
15881287,-0.14235,-0.23348,0.0911299999999999
15882505,-0.16515,-0.25805,0.0929
15882506,-0.16235,-0.25571,0.09336
15882510,-0.15776,-0.25202,0.09426
15882513,-0.15834,-0.25293,0.0945899999999999
15883467,-0.14516,-0.2385,0.0933399999999999
15883490,-0.15693,-0.26105,0.10412
15889933,-0.16751,-0.25645,0.08894
15889934,-0.16816,-0.2542,0.0860399999999999
15889935,-0.16714,-0.25624,0.0891
15889938,-0.16961,-0.25541,0.0858
15891431,-0.16232,-0.2349,0.07258
15891434,-0.15859,-0.24015,0.08156
15891471,-0.16212,-0.24512,0.083
15891842,-0.17207,-0.24417,0.0721
15893287,-0.18338,-0.25014,0.0667599999999999
15893289,-0.14739,-0.24625,0.09886
15894568,-0.1626,-0.24171,0.07911
15896407,-0.1405,-0.23798,0.0974799999999999
15898056,-0.14666,-0.24392,0.0972599999999999
15903083,-0.13864,-0.23093,0.0922899999999999
15907476,-0.16441,-0.24785,0.0834399999999999
15907478,-0.16478,-0.24603,0.0812499999999999
15915855,-0.17132,-0.25366,0.08234
15915861,-0.1506,-0.25169,0.10109
15915862,-0.15503,-0.25629,0.10126
15915863,-0.15915,-0.25593,0.0967799999999999
15915864,-0.16093,-0.26294,0.10201
15915867,-0.14774,-0.24873,0.10099
15919027,-0.16077,-0.23782,0.07705
15922743,-0.16134,-0.23881,0.0774699999999999
15923183,-0.15011,-0.24836,0.09825
15923951,-0.14715,-0.22671,0.0795599999999999
15932726,-0.14832,-0.24547,0.0971499999999999
15936153,-0.15888,-0.23706,0.07818
15937277,-0.16724,-0.25602,0.08878
15937278,-0.15253,-0.25132,0.0987899999999999
15937279,-0.15486,-0.25025,0.0953899999999999
15937280,-0.15368,-0.25084,0.09716
15937281,-0.15905,-0.25637,0.0973199999999999
15937282,-0.15949,-0.25704,0.09755
15939777,-0.14159,-0.23766,0.09607
15939986,-0.17294,-0.23539,0.0624499999999999
15946825,-0.15318,-0.24961,0.0964299999999999
15955832,-0.1649,-0.24433,0.07943
15958469,-0.1589,-0.24589,0.0869899999999999
15958470,-0.15904,-0.24581,0.08677
15965431,-0.15695,-0.25992,0.1029699999999999
15965620,-0.16774,-0.24535,0.07761
15981475,-0.16494,-0.23749,0.07255
15981786,-0.15247,-0.2431,0.09063
15994522,-0.15311,-0.24263,0.08952
15999227,-0.15338,-0.24775,0.09437
16007210,-0.15555,-0.24702,0.09147
16036832,-0.15906,-0.23947,0.0804099999999999
16040204,-0.15688,-0.24154,0.08466
16051915,-0.15542,-0.2542,0.0987799999999999
16059056,-0.17559,-0.22974,0.05415
16065776,-0.17729,-0.27229,0.0949999999999999
16066774,-0.16056,-0.25167,0.09111
16071460,-0.15872,-0.24394,0.0852199999999999
16072923,-0.12921,-0.23882,0.10961
16077502,-0.15087,-0.2338,0.08293
16077503,-0.15091,-0.23341,0.0825
16077504,-0.15358,-0.23364,0.0800599999999999
16077506,-0.15468,-0.23431,0.0796299999999999
16077511,-0.1525,-0.23149,0.07899
16077524,-0.17795,-0.253,0.07505
16077525,-0.17775,-0.25281,0.0750599999999999
16080340,-0.18275,-0.2374,0.05465
16082527,-0.1644,-0.2466,0.0822
16082528,-0.16085,-0.24733,0.08648
16083065,-0.16199,-0.24417,0.08218
16083070,-0.16813,-0.24761,0.07948
16084901,-0.15102,-0.23181,0.08079
16084902,-0.14806,-0.22746,0.0794
16084903,-0.14988,-0.23812,0.0882399999999999
16084904,-0.1544,-0.23659,0.0821899999999999
16084905,-0.15123,-0.23302,0.08179
16086703,-0.17443,-0.24135,0.06692
16086705,-0.14923,-0.23292,0.0836899999999999
16090079,-0.15275,-0.24352,0.0907699999999999
16090080,-0.14714,-0.24656,0.09942
16090081,-0.14757,-0.22847,0.0809
16090083,-0.14629,-0.22947,0.08318
16090085,-0.15199,-0.24326,0.09127
16090086,-0.15569,-0.2464,0.09071
16091014,-0.15423,-0.22674,0.0725099999999999
16091015,-0.15546,-0.22809,0.07263
16091016,-0.15651,-0.22973,0.0732199999999999
16091029,-0.15328,-0.22258,0.0693
16093842,-0.16727,-0.24242,0.07515
16094909,-0.17006,-0.24189,0.07183
16094910,-0.16752,-0.23846,0.07094
16094911,-0.17034,-0.24223,0.07189
16094912,-0.16093,-0.23587,0.07494
16094913,-0.16408,-0.24295,0.07887
16094914,-0.16586,-0.2456,0.07974
16094915,-0.16372,-0.24333,0.0796099999999999
16094916,-0.16258,-0.23565,0.07307
16094917,-0.16347,-0.24262,0.07915
16094919,-0.16142,-0.22964,0.06822
16094920,-0.16942,-0.24132,0.0719
16094921,-0.16737,-0.23863,0.07126
16095122,-0.16317,-0.24391,0.0807399999999999
16095432,-0.17338,-0.25509,0.0817099999999999
16096067,-0.17261,-0.25253,0.0799199999999999
16096068,-0.17241,-0.25242,0.0800099999999999
16096069,-0.17176,-0.25138,0.07962
16096070,-0.16894,-0.25024,0.0813
16096072,-0.16229,-0.2593,0.0970099999999999
16096073,-0.1611,-0.25736,0.0962599999999999
16096074,-0.17258,-0.25437,0.0817899999999999
16096075,-0.17195,-0.25158,0.07963
16096079,-0.16132,-0.2614,0.10008
16096080,-0.16005,-0.25762,0.09757
16099225,-0.16525,-0.24089,0.0756399999999999
16101058,-0.14722,-0.23473,0.08751
16101060,-0.13993,-0.22894,0.08901
16104709,-0.1778,-0.25574,0.07794
16107916,-0.14493,-0.2413,0.0963699999999999
16110168,-0.16075,-0.24466,0.0839099999999999
16110169,-0.15355,-0.23991,0.08636
16111641,-0.14838,-0.24436,0.0959799999999999
16112105,-0.1625,-0.23407,0.07157
16116850,-0.15296,-0.23973,0.0867699999999999
16116851,-0.15783,-0.23034,0.0725099999999999
16116852,-0.15345,-0.23923,0.08578
16116853,-0.15164,-0.23596,0.08432
16116854,-0.15228,-0.23869,0.08641
16116856,-0.15407,-0.22802,0.0739499999999999
16116976,-0.14855,-0.23381,0.08526
16116977,-0.15795,-0.22903,0.07108
16116980,-0.1579,-0.24503,0.0871299999999999
16116981,-0.15625,-0.24296,0.08671
16117104,-0.161,-0.2485,0.0875
16117105,-0.15597,-0.23918,0.08321
16117106,-0.15301,-0.23801,0.0849999999999999
16117107,-0.15519,-0.23819,0.083
16117108,-0.1511,-0.23613,0.08503
16117109,-0.15343,-0.2364,0.0829699999999999
16117110,-0.16127,-0.25061,0.08934
16117501,-0.17233,-0.25509,0.0827599999999999
16118751,-0.16384,-0.25027,0.0864299999999999
16118752,-0.16484,-0.25309,0.08825
16118753,-0.16078,-0.24549,0.08471
16118754,-0.16098,-0.24204,0.08106
16118875,-0.16462,-0.24904,0.08442
16118876,-0.15888,-0.24483,0.08595
16118877,-0.16151,-0.24471,0.0832
16118881,-0.16311,-0.24602,0.0829099999999999
16118882,-0.15787,-0.24348,0.0856099999999999
16122479,-0.15621,-0.24539,0.08918
16126387,-0.17529,-0.26534,0.09005
16126388,-0.17305,-0.25459,0.0815399999999999
16126389,-0.17293,-0.24984,0.07691
16126390,-0.17191,-0.24895,0.07704
16126446,-0.17667,-0.26689,0.09022
16126448,-0.17318,-0.25001,0.07683
16126449,-0.17289,-0.25451,0.08162
16126450,-0.17183,-0.24921,0.0773799999999999
16126451,-0.17179,-0.24862,0.07683
16126452,-0.16051,-0.23761,0.0770999999999999
16126454,-0.16474,-0.24089,0.07615
16126496,-0.16525,-0.24069,0.0754399999999999
16126497,-0.16411,-0.23977,0.07566
16126498,-0.16631,-0.24195,0.0756399999999999
16129015,-0.15536,-0.22928,0.07392
16203199,-0.16484,-0.24972,0.08488
16204205,-0.16585,-0.25136,0.0855099999999999
16204298,-0.16443,-0.24833,0.0839
16204402,-0.16466,-0.24956,0.0849
